
RAYLEIGH: false, CARA: false

5, 20952.9, 20920, 20887.1, 20832.9, 20798.4
10, 20952.9, 20920, 20887.1, 20832.9, 20798.4
15, 20952.9, 20920, 20887.1, 20832.9, 20798.4
20, 20952.9, 20920, 20887.1, 20832.9, 20798.4
25, 20952.9, 20920, 20886.3, 20832.1, 20798.4
30, 15872, 15712.6, 15797.3, 15535.9, 15555.6
35, 18782.3, 18719.8, 18721.5, 18636, 18640.9
40, 18504.5, 18405.9, 18420.7, 18345.9, 18371.4
45, 14427.2, 14313.8, 14340.1, 14262.8, 14308.8
50, 14488, 14427.2, 14446.1, 14383.6, 14405
55, 10819.2, 10753.4, 10724.6, 10808.5, 10710.7
60, 11835.8, 11798.8, 11800.5, 11750.3, 11751.2
65, 11812.8, 11766.8, 11778.3, 11724.9, 11721.6
70, 10455.9, 10321.9, 10329.3, 10202.8, 10309.6
75, 4060.88, 4072.39, 4072.39, 4044.45, 4055.95
80, 4100.33, 4095.4, 4092.12, 4072.39, 4069.93
85, 4095.4, 4085.54, 4083.07, 4067.46, 4062.53
90, 3948.29, 3939.25, 3903.91, 3868.57, 3886.65
95, 2681.78, 2588.91, 2667.81, 2594.66, 2644.79
100, 1714.43, 1736.62, 1715.25, 1702.1, 1697.17

RAYLEIGH: false, CARA: true

5, 20952.9, 20920, 20887.1, 20832.9, 20798.4
10, 20952.9, 20920, 20887.1, 20832.9, 20798.4
15, 20952.9, 20920, 20887.1, 20832.9, 20798.4
20, 20952.9, 20920, 20887.1, 20832.9, 20798.4
25, 20950.4, 20920, 20887.1, 20832.9, 20798.4
30, 11279.4, 11279.4, 11150.4, 11120.8, 11143.8
35, 12513.9, 12481, 12490, 12418.5, 12427.6
40, 12301, 12228.7, 12274.7, 12179.4, 12222.9
45, 10184.7, 10182.2, 10182.2, 10120.6, 10111.5
50, 10258.6, 10212.6, 10262.8, 10188.8, 10211
55, 8303.4, 8257.38, 8261.49, 8294.36, 8276.28
60, 8692.15, 8656.81, 8660.92, 8619.83, 8627.22
65, 8677.36, 8638.73, 8641.19, 8602.57, 8603.39
70, 7931.92, 7885.89, 7885.07, 7765.07, 7854.66
75, 3525.84, 3511.87, 3515.16, 3495.43, 3503.65
80, 3502.01, 3496.26, 3495.43, 3480.64, 3477.35
85, 3495.43, 3491.32, 3487.22, 3471.6, 3472.42
90, 3382.02, 3368.87, 3397.63, 3341.74, 3366.4
95, 2582.33, 2482.88, 2442.61, 2484.53, 2532.2
100, 1672.52, 1688.95, 1693.06, 1656.9, 1651.97

RAYLEIGH: true, CARA: false

5, 20873.2, 20948, 20813.2, 20912.6, 20987.4
10, 20867.4, 20947.1, 20810.7, 20911, 20979.2
15, 16980.8, 16930.6, 16855, 16739.1, 17020.2
20, 13640.7, 13644.8, 13537.1, 13459, 13603.7
25, 11318, 11184.1, 11298.3, 11124.1, 11360
30, 9552.65, 9615.12, 9735.11, 9492.66, 9817.3
35, 8545.03, 8449.7, 8383.95, 8299.29, 8649.41
40, 6878.27, 6901.28, 7156.07, 6973.61, 7299.89
45, 5370.13, 5152.33, 5406.29, 5137.54, 5340.54
50, 3151.89, 3197.92, 3036.01, 2996.56, 3407.49
55, 2120.44, 2154.96, 2214.95, 2153.31, 2355.49
60, 1679.91, 1800.73, 1792.51, 1668.41, 1824.56
65, 1437.46, 1445.68, 1391.43, 1456.36, 1498.28
70, 1255, 1280.48, 1186.79, 1208.98, 1133.37
75, 1017.48, 1010.08, 1014.19, 1070.9, 1051.18
80, 960.772, 900.775, 890.913, 890.091, 854.75
85, 796.397, 790.644, 807.903, 799.684, 827.628
90, 720.784, 709.278, 715.853, 716.675, 741.331
95, 672.294, 659.966, 678.869, 664.897, 697.772
100, 624.625, 609.009, 627.913, 601.612, 632.844

RAYLEIGH: true, CARA: true

5, 20873.2, 20948, 20813.2, 20912.6, 20987.4
10, 19646.1, 19513.8, 19643.6, 19488.3, 19911.6
15, 13971.1, 13836.3, 13957.9, 13670.2, 13939.8
20, 10442.7, 10371.2, 10515.9, 10370.4, 10404.9
25, 9089.12, 8905.84, 9033.23, 9017.61, 9103.09
30, 7926.98, 7912.19, 7899.04, 7902.33, 8049.44
35, 7171.68, 7085.38, 7107.57, 7124.01, 7238.25
40, 6393.37, 6178.86, 6346.52, 6284.88, 6420.49
45, 5529.57, 5226.3, 5446.57, 5209.04, 5613.41
50, 4578.67, 4051.84, 4314.84, 4367.44, 4251.56
55, 3037.65, 2909.44, 2984.23, 2939.03, 3008.88
60, 2020.99, 2048.11, 1965.1, 2004.55, 2190.3
65, 1766.21, 1609.23, 1623.2, 1490.06, 1686.49
70, 1416.09, 1301.85, 1416.09, 1390.61, 1241.85
75, 1179.39, 1109.53, 1213.91, 1080.77, 1115.28
80, 1025.7, 988.716, 1057.75, 985.428, 975.566
85, 912.281, 886.803, 939.403, 848.997, 830.916
90, 803.794, 784.891, 780.781, 755.303, 796.397
95, 710.1, 692.841, 710.1, 682.156, 695.306
100, 614.763, 629.556, 674.759, 613.119, 639.419


