
RAYLEIGH: true, CARA: false

1, 23.5685, 12.6418, 23.4086, 12.1359, 20.3574
6, 9.3268, 1.81038, 12.5679, 8.38795, 17.5389
11, 7.2387, 1.13335, 16.3663, 1.28017, 6.14462
16, 9.2071, 18.8818, 13.2973, 18.2543, 7.54074
21, 1.94316, 3.55716, 2.09091, 8.41974, 1.18572
26, 15.7211, 1.20536, 1.05294, 1.54761, 1.92633
31, 11.1493, 2.63327, 1.19227, 1.57566, 2.41913
36, 1.43633, 7.46686, 1.40547, 1.36152, 6.92076
41, 1.39612, 1.19507, 1.26614, 1.14551, 1.26801
46, 2.45467, 2.21902, 1.24744, 2.61457, 1.27923

RAYLEIGH: true, CARA: true

1, 22.1247, 10.0833, 21.0222, 9.89535, 16.9433
6, 12.0265, 12.5127, 10.0833, 17.1051, 15.3068
11, 13.0682, 10.3208, 13.9846, 11.0568, 12.3313
16, 14.2988, 12.2602, 11.1867, 16.6927, 18.5994
21, 14.2193, 13.1458, 12.725, 15.8286, 7.70812
26, 15.002, 11.2307, 9.58582, 11.4532, 14.0865
31, 11.8282, 14.4718, 10.7304, 11.4841, 12.1022
36, 8.63201, 13.6601, 8.67877, 10.52, 12.811
41, 9.10424, 7.9073, 12.0489, 9.4147, 8.88823
46, 10.289, 9.56058, 8.54879, 9.05655, 10.6949


